uni	pathway	url
P07766	Generation of second messenger molecules	http://reactome.org/PathwayBrowser/#/R-HSA-202433
P07766	PD-1 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-389948
P07814	SeMet incorporation into proteins	http://reactome.org/PathwayBrowser/#/R-HSA-2408517
P07814	Cytosolic tRNA aminoacylation	http://reactome.org/PathwayBrowser/#/R-HSA-379716
P07814	tRNA modification in the nucleus and cytosol	http://reactome.org/PathwayBrowser/#/R-HSA-6782315
P07858	Collagen degradation	http://reactome.org/PathwayBrowser/#/R-HSA-1442490
P07858	Trafficking and processing of endosomal TLR	http://reactome.org/PathwayBrowser/#/R-HSA-1679131
P07858	Assembly of collagen fibrils and other multimeric structures	http://reactome.org/PathwayBrowser/#/R-HSA-2022090
P07858	MHC class II antigen presentation	http://reactome.org/PathwayBrowser/#/R-HSA-2132295
P07858	Neutrophil degranulation	http://reactome.org/PathwayBrowser/#/R-HSA-6798695
P07864	Pyruvate metabolism	http://reactome.org/PathwayBrowser/#/R-HSA-70268
P07900	Signaling by ERBB2	http://reactome.org/PathwayBrowser/#/R-HSA-1227986
P07900	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	http://reactome.org/PathwayBrowser/#/R-HSA-1236382
P07900	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	http://reactome.org/PathwayBrowser/#/R-HSA-1474151
P07900	vRNP Assembly	http://reactome.org/PathwayBrowser/#/R-HSA-192905
P07900	Regulation of actin dynamics for phagocytic cup formation	http://reactome.org/PathwayBrowser/#/R-HSA-2029482
P07900	eNOS activation	http://reactome.org/PathwayBrowser/#/R-HSA-203615
P07900	Regulation of PLK1 Activity at G2/M Transition	http://reactome.org/PathwayBrowser/#/R-HSA-2565942
P07900	Scavenging by Class F Receptors	http://reactome.org/PathwayBrowser/#/R-HSA-3000484
P07900	Scavenging by Class F Receptors	http://reactome.org/PathwayBrowser/#/R-HSA-3000484
P07900	HSF1 activation	http://reactome.org/PathwayBrowser/#/R-HSA-3371511
P07900	Attenuation phase	http://reactome.org/PathwayBrowser/#/R-HSA-3371568
P07900	HSF1-dependent transactivation	http://reactome.org/PathwayBrowser/#/R-HSA-3371571
P07900	Loss of Nlp from mitotic centrosomes	http://reactome.org/PathwayBrowser/#/R-HSA-380259
P07900	Recruitment of mitotic centrosome proteins and complexes	http://reactome.org/PathwayBrowser/#/R-HSA-380270
P07900	Loss of proteins required for interphase microtubule organization from the centrosome	http://reactome.org/PathwayBrowser/#/R-HSA-380284
P07900	EPHA-mediated growth cone collapse	http://reactome.org/PathwayBrowser/#/R-HSA-3928663
P07900	Sema3A PAK dependent Axon repulsion	http://reactome.org/PathwayBrowser/#/R-HSA-399954
P07900	VEGFA-VEGFR2 Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-4420097
P07900	VEGFA-VEGFR2 Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-4420097
P07900	VEGFR2 mediated vascular permeability	http://reactome.org/PathwayBrowser/#/R-HSA-5218920
P07900	Uptake and function of diphtheria toxin	http://reactome.org/PathwayBrowser/#/R-HSA-5336415
P07900	PIWI-interacting RNA (piRNA) biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-5601884
P07900	Anchoring of the basal body to the plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-5620912
P07900	Constitutive Signaling by EGFRvIII	http://reactome.org/PathwayBrowser/#/R-HSA-5637810
P07900	Neutrophil degranulation	http://reactome.org/PathwayBrowser/#/R-HSA-6798695
P07900	The role of GTSE1 in G2/M progression after G2 checkpoint	http://reactome.org/PathwayBrowser/#/R-HSA-8852276
P07900	AURKA Activation by TPX2	http://reactome.org/PathwayBrowser/#/R-HSA-8854518
P07900	Downregulation of ERBB2 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-8863795
P07902	Galactose catabolism	http://reactome.org/PathwayBrowser/#/R-HSA-70370
P07910	SUMOylation of RNA binding proteins	http://reactome.org/PathwayBrowser/#/R-HSA-4570464
P07910	mRNA Splicing - Major Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-72163
P07910	Processing of Capped Intron-Containing Pre-mRNA	http://reactome.org/PathwayBrowser/#/R-HSA-72203
P07911	Asparagine N-linked glycosylation	http://reactome.org/PathwayBrowser/#/R-HSA-446203
P07919	Respiratory electron transport	http://reactome.org/PathwayBrowser/#/R-HSA-611105
P07942	Degradation of the extracellular matrix	http://reactome.org/PathwayBrowser/#/R-HSA-1474228
P07942	Laminin interactions	http://reactome.org/PathwayBrowser/#/R-HSA-3000157
P07942	Laminin interactions	http://reactome.org/PathwayBrowser/#/R-HSA-3000157
P07942	Non-integrin membrane-ECM interactions	http://reactome.org/PathwayBrowser/#/R-HSA-3000171
P07942	ECM proteoglycans	http://reactome.org/PathwayBrowser/#/R-HSA-3000178
P07942	L1CAM interactions	http://reactome.org/PathwayBrowser/#/R-HSA-373760
P07942	MET activates PTK2 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-8874081
P07947	Signaling by ERBB2	http://reactome.org/PathwayBrowser/#/R-HSA-1227986
P07947	Signaling by SCF-KIT	http://reactome.org/PathwayBrowser/#/R-HSA-1433557
P07947	Signaling by SCF-KIT	http://reactome.org/PathwayBrowser/#/R-HSA-1433557
P07947	Regulation of KIT signaling	http://reactome.org/PathwayBrowser/#/R-HSA-1433559
P07947	FCGR activation	http://reactome.org/PathwayBrowser/#/R-HSA-2029481
P07947	PECAM1 interactions	http://reactome.org/PathwayBrowser/#/R-HSA-210990
P07947	EPH-Ephrin signaling	http://reactome.org/PathwayBrowser/#/R-HSA-2682334
P07947	CD28 co-stimulation	http://reactome.org/PathwayBrowser/#/R-HSA-389356
P07947	CTLA4 inhibitory signaling	http://reactome.org/PathwayBrowser/#/R-HSA-389513
P07947	EPHB-mediated forward signaling	http://reactome.org/PathwayBrowser/#/R-HSA-3928662
P07947	EPHB-mediated forward signaling	http://reactome.org/PathwayBrowser/#/R-HSA-3928662
P07947	EPHA-mediated growth cone collapse	http://reactome.org/PathwayBrowser/#/R-HSA-3928663
P07947	EPHA-mediated growth cone collapse	http://reactome.org/PathwayBrowser/#/R-HSA-3928663
P07947	EPH-ephrin mediated repulsion of cells	http://reactome.org/PathwayBrowser/#/R-HSA-3928665
P07947	Regulation of signaling by CBL	http://reactome.org/PathwayBrowser/#/R-HSA-912631
P07947	Regulation of signaling by CBL	http://reactome.org/PathwayBrowser/#/R-HSA-912631
P07948	GPVI-mediated activation cascade	http://reactome.org/PathwayBrowser/#/R-HSA-114604
P07948	Signaling by SCF-KIT	http://reactome.org/PathwayBrowser/#/R-HSA-1433557
P07948	Signaling by SCF-KIT	http://reactome.org/PathwayBrowser/#/R-HSA-1433557
P07948	Regulation of KIT signaling	http://reactome.org/PathwayBrowser/#/R-HSA-1433559
P07948	Cell surface interactions at the vascular wall	http://reactome.org/PathwayBrowser/#/R-HSA-202733
P07948	FCGR activation	http://reactome.org/PathwayBrowser/#/R-HSA-2029481
P07948	PECAM1 interactions	http://reactome.org/PathwayBrowser/#/R-HSA-210990
P07948	Fc epsilon receptor (FCERI) signaling	http://reactome.org/PathwayBrowser/#/R-HSA-2454202
P07948	Fc epsilon receptor (FCERI) signaling	http://reactome.org/PathwayBrowser/#/R-HSA-2454202
P07948	EPH-Ephrin signaling	http://reactome.org/PathwayBrowser/#/R-HSA-2682334
P07948	Role of LAT2/NTAL/LAB on calcium mobilization	http://reactome.org/PathwayBrowser/#/R-HSA-2730905
P07948	Role of LAT2/NTAL/LAB on calcium mobilization	http://reactome.org/PathwayBrowser/#/R-HSA-2730905
P07948	FCERI mediated MAPK activation	http://reactome.org/PathwayBrowser/#/R-HSA-2871796
P07948	FCERI mediated Ca+2 mobilization	http://reactome.org/PathwayBrowser/#/R-HSA-2871809
P07948	FCERI mediated Ca+2 mobilization	http://reactome.org/PathwayBrowser/#/R-HSA-2871809
P07948	FCERI mediated NF-kB activation	http://reactome.org/PathwayBrowser/#/R-HSA-2871837
P07948	CD28 co-stimulation	http://reactome.org/PathwayBrowser/#/R-HSA-389356
P07948	CTLA4 inhibitory signaling	http://reactome.org/PathwayBrowser/#/R-HSA-389513
P07948	EPHB-mediated forward signaling	http://reactome.org/PathwayBrowser/#/R-HSA-3928662
P07948	EPHB-mediated forward signaling	http://reactome.org/PathwayBrowser/#/R-HSA-3928662
P07948	EPHA-mediated growth cone collapse	http://reactome.org/PathwayBrowser/#/R-HSA-3928663
P07948	EPHA-mediated growth cone collapse	http://reactome.org/PathwayBrowser/#/R-HSA-3928663
P07948	EPH-ephrin mediated repulsion of cells	http://reactome.org/PathwayBrowser/#/R-HSA-3928665
P07948	Dectin-2 family	http://reactome.org/PathwayBrowser/#/R-HSA-5621480
P07948	CD209 (DC-SIGN) signaling	http://reactome.org/PathwayBrowser/#/R-HSA-5621575
P07948	CD22 mediated BCR regulation	http://reactome.org/PathwayBrowser/#/R-HSA-5690714
P07948	Platelet Adhesion to exposed collagen	http://reactome.org/PathwayBrowser/#/R-HSA-75892
P07948	Regulation of signaling by CBL	http://reactome.org/PathwayBrowser/#/R-HSA-912631
P07948	Regulation of signaling by CBL	http://reactome.org/PathwayBrowser/#/R-HSA-912631
P07948	Growth hormone receptor signaling	http://reactome.org/PathwayBrowser/#/R-HSA-982772
P07948	Growth hormone receptor signaling	http://reactome.org/PathwayBrowser/#/R-HSA-982772
P07948	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	http://reactome.org/PathwayBrowser/#/R-HSA-983695
P07949	RAF/MAP kinase cascade	http://reactome.org/PathwayBrowser/#/R-HSA-5673001
P07949	RET signaling	http://reactome.org/PathwayBrowser/#/R-HSA-8853659
P07951	Striated Muscle Contraction	http://reactome.org/PathwayBrowser/#/R-HSA-390522
P07951	Smooth Muscle Contraction	http://reactome.org/PathwayBrowser/#/R-HSA-445355
P07954	Citric acid cycle (TCA cycle)	http://reactome.org/PathwayBrowser/#/R-HSA-71403
P07988	Defective ABCA3 causes pulmonary surfactant metabolism dysfunction type 3 (SMDP3)	http://reactome.org/PathwayBrowser/#/R-HSA-5683678
P07988	Surfactant metabolism	http://reactome.org/PathwayBrowser/#/R-HSA-5683826
P07988	Defective pro-SFTPB causes pulmonary surfactant metabolism dysfunction 1 (SMDP1) and respiratory distress syndrome (RDS)	http://reactome.org/PathwayBrowser/#/R-HSA-5688031
P07988	Defective pro-SFTPC causes pulmonary surfactant metabolism dysfunction 2 (SMDP2) and respiratory distress syndrome (RDS)	http://reactome.org/PathwayBrowser/#/R-HSA-5688354
P07988	Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5)	http://reactome.org/PathwayBrowser/#/R-HSA-5688849
P07988	Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4)	http://reactome.org/PathwayBrowser/#/R-HSA-5688890
P07992	HDR through Single Strand Annealing (SSA)	http://reactome.org/PathwayBrowser/#/R-HSA-5685938
P07992	Formation of Incision Complex in GG-NER	http://reactome.org/PathwayBrowser/#/R-HSA-5696395
P07992	Dual Incision in GG-NER	http://reactome.org/PathwayBrowser/#/R-HSA-5696400
P07992	Dual incision in TC-NER	http://reactome.org/PathwayBrowser/#/R-HSA-6782135
P07992	Fanconi Anemia Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-6783310
P07996	Platelet degranulation 	http://reactome.org/PathwayBrowser/#/R-HSA-114608
P07996	Signaling by PDGF	http://reactome.org/PathwayBrowser/#/R-HSA-186797
P07996	Integrin cell surface interactions	http://reactome.org/PathwayBrowser/#/R-HSA-216083
P07996	Syndecan interactions	http://reactome.org/PathwayBrowser/#/R-HSA-3000170
P07996	Defective B3GALTL causes Peters-plus syndrome (PpS)	http://reactome.org/PathwayBrowser/#/R-HSA-5083635
P07996	O-glycosylation of TSR domain-containing proteins	http://reactome.org/PathwayBrowser/#/R-HSA-5173214
P08034	Oligomerization of connexins into connexons	http://reactome.org/PathwayBrowser/#/R-HSA-190704
P08034	Oligomerization of connexins into connexons	http://reactome.org/PathwayBrowser/#/R-HSA-190704
P08034	Transport of connexins along the secretory pathway	http://reactome.org/PathwayBrowser/#/R-HSA-190827
P08034	Gap junction assembly	http://reactome.org/PathwayBrowser/#/R-HSA-190861
P08047	PPARA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1989781
P08047	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	http://reactome.org/PathwayBrowser/#/R-HSA-2173796
P08047	Activation of gene expression by SREBF (SREBP)	http://reactome.org/PathwayBrowser/#/R-HSA-2426168
P08047	Oncogene Induced Senescence	http://reactome.org/PathwayBrowser/#/R-HSA-2559585
P08047	RNA polymerase II transcribes snRNA genes	http://reactome.org/PathwayBrowser/#/R-HSA-6807505
P08047	RNA polymerase II transcribes snRNA genes	http://reactome.org/PathwayBrowser/#/R-HSA-6807505
P08069	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	http://reactome.org/PathwayBrowser/#/R-HSA-2404192
P08069	IRS-related events triggered by IGF1R	http://reactome.org/PathwayBrowser/#/R-HSA-2428928
P08069	SHC-related events triggered by IGF1R	http://reactome.org/PathwayBrowser/#/R-HSA-2428933
P08100	The canonical retinoid cycle in rods (twilight vision)	http://reactome.org/PathwayBrowser/#/R-HSA-2453902
P08100	Activation of the phototransduction cascade	http://reactome.org/PathwayBrowser/#/R-HSA-2485179
P08100	Activation of the phototransduction cascade	http://reactome.org/PathwayBrowser/#/R-HSA-2485179
P08100	Inactivation, recovery and regulation of the phototransduction cascade	http://reactome.org/PathwayBrowser/#/R-HSA-2514859
P08100	Inactivation, recovery and regulation of the phototransduction cascade	http://reactome.org/PathwayBrowser/#/R-HSA-2514859
P08100	G alpha (i) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-418594
P08100	Opsins	http://reactome.org/PathwayBrowser/#/R-HSA-419771
P08100	VxPx cargo-targeting to cilium	http://reactome.org/PathwayBrowser/#/R-HSA-5620916
P08100	VxPx cargo-targeting to cilium	http://reactome.org/PathwayBrowser/#/R-HSA-5620916
P08123	GPVI-mediated activation cascade	http://reactome.org/PathwayBrowser/#/R-HSA-114604
P08123	Collagen degradation	http://reactome.org/PathwayBrowser/#/R-HSA-1442490
P08123	Collagen degradation	http://reactome.org/PathwayBrowser/#/R-HSA-1442490
P08123	Extracellular matrix organization	http://reactome.org/PathwayBrowser/#/R-HSA-1474244
P08123	Collagen biosynthesis and modifying enzymes	http://reactome.org/PathwayBrowser/#/R-HSA-1650814
P08123	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	http://reactome.org/PathwayBrowser/#/R-HSA-198933
P08123	Assembly of collagen fibrils and other multimeric structures	http://reactome.org/PathwayBrowser/#/R-HSA-2022090
P08123	Cell surface interactions at the vascular wall	http://reactome.org/PathwayBrowser/#/R-HSA-202733
P08123	Integrin cell surface interactions	http://reactome.org/PathwayBrowser/#/R-HSA-216083
P08123	Integrin cell surface interactions	http://reactome.org/PathwayBrowser/#/R-HSA-216083
P08123	Anchoring fibril formation	http://reactome.org/PathwayBrowser/#/R-HSA-2214320
P08123	Crosslinking of collagen fibrils	http://reactome.org/PathwayBrowser/#/R-HSA-2243919
P08123	Syndecan interactions	http://reactome.org/PathwayBrowser/#/R-HSA-3000170
P08123	Non-integrin membrane-ECM interactions	http://reactome.org/PathwayBrowser/#/R-HSA-3000171
P08123	ECM proteoglycans	http://reactome.org/PathwayBrowser/#/R-HSA-3000178
P08123	ECM proteoglycans	http://reactome.org/PathwayBrowser/#/R-HSA-3000178
P08123	Scavenging by Class A Receptors	http://reactome.org/PathwayBrowser/#/R-HSA-3000480
P08123	GP1b-IX-V activation signalling	http://reactome.org/PathwayBrowser/#/R-HSA-430116
P08123	Platelet Adhesion to exposed collagen	http://reactome.org/PathwayBrowser/#/R-HSA-75892
P08123	Platelet Adhesion to exposed collagen	http://reactome.org/PathwayBrowser/#/R-HSA-75892
P08123	Platelet Aggregation (Plug Formation)	http://reactome.org/PathwayBrowser/#/R-HSA-76009
P08123	MET activates PTK2 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-8874081
P08133	Smooth Muscle Contraction	http://reactome.org/PathwayBrowser/#/R-HSA-445355
P08134	Rho GTPase cycle	http://reactome.org/PathwayBrowser/#/R-HSA-194840
P08134	G alpha (12/13) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-416482
P08134	Sema4D induced cell migration and growth-cone collapse	http://reactome.org/PathwayBrowser/#/R-HSA-416572
P08134	Sema4D induced cell migration and growth-cone collapse	http://reactome.org/PathwayBrowser/#/R-HSA-416572
P08134	RHO GTPases activate PKNs	http://reactome.org/PathwayBrowser/#/R-HSA-5625740
P08134	RHO GTPases activate CIT	http://reactome.org/PathwayBrowser/#/R-HSA-5625900
P08134	RHO GTPases activate CIT	http://reactome.org/PathwayBrowser/#/R-HSA-5625900
P08134	RHO GTPases Activate ROCKs	http://reactome.org/PathwayBrowser/#/R-HSA-5627117
P08134	RHO GTPases Activate ROCKs	http://reactome.org/PathwayBrowser/#/R-HSA-5627117
P08134	RHO GTPases Activate Formins	http://reactome.org/PathwayBrowser/#/R-HSA-5663220
P08134	RHO GTPases Activate Rhotekin and Rhophilins	http://reactome.org/PathwayBrowser/#/R-HSA-5666185
P08138	Axonal growth inhibition (RHOA activation)	http://reactome.org/PathwayBrowser/#/R-HSA-193634
P08138	NRAGE signals death through JNK	http://reactome.org/PathwayBrowser/#/R-HSA-193648
P08138	p75NTR negatively regulates cell cycle via SC1	http://reactome.org/PathwayBrowser/#/R-HSA-193670
P08138	Ceramide signalling	http://reactome.org/PathwayBrowser/#/R-HSA-193681
P08138	Regulated proteolysis of p75NTR	http://reactome.org/PathwayBrowser/#/R-HSA-193692
P08138	NFG and proNGF binds to p75NTR	http://reactome.org/PathwayBrowser/#/R-HSA-205017
P08138	NADE modulates death signalling	http://reactome.org/PathwayBrowser/#/R-HSA-205025
P08138	NRIF signals cell death from the nucleus	http://reactome.org/PathwayBrowser/#/R-HSA-205043
P08138	NRIF signals cell death from the nucleus	http://reactome.org/PathwayBrowser/#/R-HSA-205043
P08138	p75NTR recruits signalling complexes	http://reactome.org/PathwayBrowser/#/R-HSA-209543
P08138	p75NTR recruits signalling complexes	http://reactome.org/PathwayBrowser/#/R-HSA-209543
P08138	NF-kB is activated and signals survival	http://reactome.org/PathwayBrowser/#/R-HSA-209560
P08138	Axonal growth stimulation	http://reactome.org/PathwayBrowser/#/R-HSA-209563
P08151	Degradation of GLI1 by the proteasome	http://reactome.org/PathwayBrowser/#/R-HSA-5610780
P08151	Degradation of GLI1 by the proteasome	http://reactome.org/PathwayBrowser/#/R-HSA-5610780
P08151	Hedgehog 'off' state	http://reactome.org/PathwayBrowser/#/R-HSA-5610787
P08151	Hedgehog 'on' state	http://reactome.org/PathwayBrowser/#/R-HSA-5632684
P08151	GLI proteins bind promoters of Hh responsive genes to promote transcription	http://reactome.org/PathwayBrowser/#/R-HSA-5635851
P08172	Muscarinic acetylcholine receptors	http://reactome.org/PathwayBrowser/#/R-HSA-390648
P08172	G alpha (i) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-418594
P08172	Cargo recognition for clathrin-mediated endocytosis	http://reactome.org/PathwayBrowser/#/R-HSA-8856825
P08172	Clathrin-mediated endocytosis	http://reactome.org/PathwayBrowser/#/R-HSA-8856828
P08173	Muscarinic acetylcholine receptors	http://reactome.org/PathwayBrowser/#/R-HSA-390648
P08173	G alpha (i) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-418594
P08174	Class B/2 (Secretin family receptors)	http://reactome.org/PathwayBrowser/#/R-HSA-373080
P08174	Neutrophil degranulation	http://reactome.org/PathwayBrowser/#/R-HSA-6798695
P08174	COPI-mediated anterograde transport	http://reactome.org/PathwayBrowser/#/R-HSA-6807878
P08174	Regulation of Complement cascade	http://reactome.org/PathwayBrowser/#/R-HSA-977606
P08183	Abacavir transmembrane transport	http://reactome.org/PathwayBrowser/#/R-HSA-2161517
P08183	ABC-family proteins mediated transport	http://reactome.org/PathwayBrowser/#/R-HSA-382556
P08195	Basigin interactions	http://reactome.org/PathwayBrowser/#/R-HSA-210991
P08195	Amino acid transport across the plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-352230
P08217	Formation of the cornified envelope	http://reactome.org/PathwayBrowser/#/R-HSA-6809371
P08235-1	Nuclear Receptor transcription pathway	http://reactome.org/PathwayBrowser/#/R-HSA-383280
P08235-2	Nuclear Receptor transcription pathway	http://reactome.org/PathwayBrowser/#/R-HSA-383280
P08235-3	Nuclear Receptor transcription pathway	http://reactome.org/PathwayBrowser/#/R-HSA-383280
P08235-4	Nuclear Receptor transcription pathway	http://reactome.org/PathwayBrowser/#/R-HSA-383280
P08236	HS-GAG degradation	http://reactome.org/PathwayBrowser/#/R-HSA-2024096
P08236	Hyaluronan uptake and degradation	http://reactome.org/PathwayBrowser/#/R-HSA-2160916
P08236	Neutrophil degranulation	http://reactome.org/PathwayBrowser/#/R-HSA-6798695
P08237	Glycolysis	http://reactome.org/PathwayBrowser/#/R-HSA-70171
P08238	Regulation of actin dynamics for phagocytic cup formation	http://reactome.org/PathwayBrowser/#/R-HSA-2029482
P08238	HSF1 activation	http://reactome.org/PathwayBrowser/#/R-HSA-3371511
P08238	Attenuation phase	http://reactome.org/PathwayBrowser/#/R-HSA-3371568
P08238	HSF1-dependent transactivation	http://reactome.org/PathwayBrowser/#/R-HSA-3371571
P08238	Sema3A PAK dependent Axon repulsion	http://reactome.org/PathwayBrowser/#/R-HSA-399954
P08238	Uptake and function of diphtheria toxin	http://reactome.org/PathwayBrowser/#/R-HSA-5336415
P08238	Neutrophil degranulation	http://reactome.org/PathwayBrowser/#/R-HSA-6798695
P08238	The NLRP3 inflammasome	http://reactome.org/PathwayBrowser/#/R-HSA-844456
P08238	The role of GTSE1 in G2/M progression after G2 checkpoint	http://reactome.org/PathwayBrowser/#/R-HSA-8852276
P08240	SRP-dependent cotranslational protein targeting to membrane	http://reactome.org/PathwayBrowser/#/R-HSA-1799339
P08240	XBP1(S) activates chaperone genes	http://reactome.org/PathwayBrowser/#/R-HSA-381038
P08243	ATF4 activates genes	http://reactome.org/PathwayBrowser/#/R-HSA-380994
P08243	Amino acid synthesis and interconversion (transamination)	http://reactome.org/PathwayBrowser/#/R-HSA-70614
P08246	Collagen degradation	http://reactome.org/PathwayBrowser/#/R-HSA-1442490
P08246	Degradation of the extracellular matrix	http://reactome.org/PathwayBrowser/#/R-HSA-1474228
P08246	Degradation of the extracellular matrix	http://reactome.org/PathwayBrowser/#/R-HSA-1474228
P08246	Activation of Matrix Metalloproteinases	http://reactome.org/PathwayBrowser/#/R-HSA-1592389
P08246	Neutrophil degranulation	http://reactome.org/PathwayBrowser/#/R-HSA-6798695
P08246	Antimicrobial peptides	http://reactome.org/PathwayBrowser/#/R-HSA-6803157
P08253	Collagen degradation	http://reactome.org/PathwayBrowser/#/R-HSA-1442490
P08253	Collagen degradation	http://reactome.org/PathwayBrowser/#/R-HSA-1442490
P08253	Degradation of the extracellular matrix	http://reactome.org/PathwayBrowser/#/R-HSA-1474228
P08253	Degradation of the extracellular matrix	http://reactome.org/PathwayBrowser/#/R-HSA-1474228
P08253	Activation of Matrix Metalloproteinases	http://reactome.org/PathwayBrowser/#/R-HSA-1592389
P08253	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	http://reactome.org/PathwayBrowser/#/R-HSA-381426
P08253	EPH-ephrin mediated repulsion of cells	http://reactome.org/PathwayBrowser/#/R-HSA-3928665
P08254	Collagen degradation	http://reactome.org/PathwayBrowser/#/R-HSA-1442490
P08254	Collagen degradation	http://reactome.org/PathwayBrowser/#/R-HSA-1442490
P08254	Degradation of the extracellular matrix	http://reactome.org/PathwayBrowser/#/R-HSA-1474228
P08254	Degradation of the extracellular matrix	http://reactome.org/PathwayBrowser/#/R-HSA-1474228
P08254	Activation of Matrix Metalloproteinases	http://reactome.org/PathwayBrowser/#/R-HSA-1592389
P08254	Assembly of collagen fibrils and other multimeric structures	http://reactome.org/PathwayBrowser/#/R-HSA-2022090
P08254	EGFR Transactivation by Gastrin	http://reactome.org/PathwayBrowser/#/R-HSA-2179392
P08254	EGFR Transactivation by Gastrin	http://reactome.org/PathwayBrowser/#/R-HSA-2179392
P08263	Glutathione conjugation	http://reactome.org/PathwayBrowser/#/R-HSA-156590
P08294	Detoxification of Reactive Oxygen Species	http://reactome.org/PathwayBrowser/#/R-HSA-3299685
P08294	Detoxification of Reactive Oxygen Species	http://reactome.org/PathwayBrowser/#/R-HSA-3299685
P08311	Degradation of the extracellular matrix	http://reactome.org/PathwayBrowser/#/R-HSA-1474228
P08311	Activation of Matrix Metalloproteinases	http://reactome.org/PathwayBrowser/#/R-HSA-1592389
P08311	Metabolism of Angiotensinogen to Angiotensins	http://reactome.org/PathwayBrowser/#/R-HSA-2022377
P08311	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	http://reactome.org/PathwayBrowser/#/R-HSA-381426
P08311	Neutrophil degranulation	http://reactome.org/PathwayBrowser/#/R-HSA-6798695
P08311	Antimicrobial peptides	http://reactome.org/PathwayBrowser/#/R-HSA-6803157
P08319	RA biosynthesis pathway	http://reactome.org/PathwayBrowser/#/R-HSA-5365859
P08319	Ethanol oxidation	http://reactome.org/PathwayBrowser/#/R-HSA-71384
P08397	Heme biosynthesis	http://reactome.org/PathwayBrowser/#/R-HSA-189451
P08473	Metabolism of Angiotensinogen to Angiotensins	http://reactome.org/PathwayBrowser/#/R-HSA-2022377
P08473	Neutrophil degranulation	http://reactome.org/PathwayBrowser/#/R-HSA-6798695
P08476	Signaling by Activin	http://reactome.org/PathwayBrowser/#/R-HSA-1502540
P08476	Signaling by Activin	http://reactome.org/PathwayBrowser/#/R-HSA-1502540
P08476	Glycoprotein hormones	http://reactome.org/PathwayBrowser/#/R-HSA-209822
P08476	Antagonism of Activin by Follistatin	http://reactome.org/PathwayBrowser/#/R-HSA-2473224
P08514	Platelet degranulation 	http://reactome.org/PathwayBrowser/#/R-HSA-114608
P08514	Integrin cell surface interactions	http://reactome.org/PathwayBrowser/#/R-HSA-216083
P08514	ECM proteoglycans	http://reactome.org/PathwayBrowser/#/R-HSA-3000178
P08514	Integrin alphaIIb beta3 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-354192
P08514	GRB2:SOS provides linkage to MAPK signaling for Integrins 	http://reactome.org/PathwayBrowser/#/R-HSA-354194
P08514	p130Cas linkage to MAPK signaling for integrins	http://reactome.org/PathwayBrowser/#/R-HSA-372708
P08514	Signal transduction by L1	http://reactome.org/PathwayBrowser/#/R-HSA-445144
P08514	MAP2K and MAPK activation	http://reactome.org/PathwayBrowser/#/R-HSA-5674135
P08514	Signaling by moderate kinase activity BRAF mutants	http://reactome.org/PathwayBrowser/#/R-HSA-6802946
P08514	Signaling by high-kinase activity BRAF mutants	http://reactome.org/PathwayBrowser/#/R-HSA-6802948
P08514	Signaling by RAS mutants	http://reactome.org/PathwayBrowser/#/R-HSA-6802949
P08514	Signaling by BRAF and RAF fusions	http://reactome.org/PathwayBrowser/#/R-HSA-6802952
P08514	Paradoxical activation of RAF signaling by kinase inactive BRAF	http://reactome.org/PathwayBrowser/#/R-HSA-6802955
P08519	LDL-mediated lipid transport	http://reactome.org/PathwayBrowser/#/R-HSA-171052
P08559	Regulation of pyruvate dehydrogenase (PDH) complex	http://reactome.org/PathwayBrowser/#/R-HSA-204174
P08559	Glyoxylate metabolism and glycine degradation	http://reactome.org/PathwayBrowser/#/R-HSA-389661
P08559	Signaling by Retinoic Acid	http://reactome.org/PathwayBrowser/#/R-HSA-5362517
